id,current_age,retirement_age,birth_year,birth_month,gender,address,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
937,47,63,1973,1,Female,"65 Durban Road, Pretoria",831042,1694394,3418182,603,1
845,58,72,1961,8,Male,"237 Market Street, Bloemfontein",324090,660780,2102292,786,5
1518,62,70,1957,8,Male,"219 Voortrekker Road, Durban",333594,680130,1467000,745,3
1591,58,66,1961,6,Female,"552 Nelson Mandela Drive, Bloemfontein",297666,606906,1048248,698,6
1172,50,64,1970,2,Male,"90 Voortrekker Road, Johannesburg",264762,539892,1815012,769,1
1629,42,63,1977,6,Female,"688 Queen Street, Johannesburg",259740,529596,1056222,598,1
675,40,67,1980,1,Male,"91 Queen Street, Durban",313290,638802,1655910,724,5
577,28,65,1992,1,Female,"1 Main Road, Cape Town",292284,595908,1956510,763,2
854,26,65,1994,2,Female,"283 Nelson Mandela Drive, Pietermaritzburg",527058,1074582,1279980,688,1
1261,58,70,1961,7,Male,"16 Queen Street, Cape Town",607266,1238166,3093372,527,1
1227,65,67,1954,11,Female,"39 Pretoria Street, East London",594558,1212192,126882,804,4
840,68,64,1952,1,Female,"837 Main Road, Pretoria",930456,1591776,1135350,694,6
733,36,68,1983,7,Male,"158 Nelson Mandela Drive, Pretoria",469098,956484,2760732,606,4
454,88,65,1931,4,Female,"913 Church Street, Pietermaritzburg",399852,693414,882,751,5
961,76,63,1944,2,Male,"116 Pretoria Street, East London",628362,479880,509976,721,4
768,53,67,1966,10,Female,"571 Market Street, Cape Town",612774,1249416,3190050,620,1
817,26,67,1993,5,Male,"156 Cape Road, Pretoria",581652,1185984,2922552,803,2
78,37,63,1983,1,Male,"68 Swart Street, Bloemfontein",222516,453690,1173222,688,1
1334,38,65,1981,4,Female,"300 King George Street, Pietermaritzburg",349794,713286,860274,718,4
1610,42,66,1978,1,Female,"411 Queen Street, Johannesburg",246906,503406,902862,690,2
108,50,68,1969,11,Female,"772 King George Street, Pietermaritzburg",336762,686556,0,768,4
1308,36,67,1984,2,Female,"281 Victoria Road, Bloemfontein",520542,1061352,1294020,619,1
780,74,66,1945,11,Male,"833 Jan Smuts Avenue, Pretoria",1020960,1050804,1316232,652,1
1340,53,68,1966,8,Male,"511 Jan Smuts Avenue, Durban",475560,969696,1156842,691,5
1888,75,59,1944,6,Female,"694 Durban Road, Bloemfontein",511722,747234,286182,748,3
247,49,69,1970,7,Female,"674 Queen Street, Johannesburg",481896,982566,1243260,761,6
238,22,62,1997,6,Male,"383 Johannesburg Road, Cape Town",367200,748710,980118,675,1
915,44,64,1975,4,Male,"430 Voortrekker Road, Gqeberha",396846,809154,1747368,728,1
1927,28,65,1991,5,Male,"30 Main Road, Pietermaritzburg",310752,633582,1234242,739,2
1658,28,59,1991,3,Female,"150 Voortrekker Road, Pietermaritzburg",250038,509832,1122534,695,2
1208,38,72,1981,9,Male,"536 King George Street, Johannesburg",294750,600966,1243188,526,3
1255,24,67,1995,9,Male,"8 Victoria Road, Durban",273762,558108,1278558,681,2
85,29,60,1990,4,Male,"16 Pretoria Street, Gqeberha",288108,587448,761220,782,1
1382,58,65,1961,7,Male,"534 Durban Road, Pietermaritzburg",228474,465894,799272,706,4
1932,26,60,1993,12,Female,"418 Nelson Mandela Drive, Pretoria",168336,343242,416754,658,1
1217,59,66,1960,12,Female,"587 Swart Street, Pretoria",397260,809856,960624,785,3
514,58,72,1961,8,Male,"562 Market Street, Cape Town",285120,581310,1302426,698,4
232,57,66,1962,5,Female,"427 Johannesburg Road, Gqeberha",610542,1244862,2431998,786,3
445,42,59,1977,12,Female,"882 Cape Road, Gqeberha",111618,227574,347382,645,1
1206,34,65,1985,9,Female,"791 Nelson Mandela Drive, Cape Town",768330,1566540,2915352,727,3
1276,82,66,1937,6,Female,"148 Cape Road, Pietermaritzburg",456570,752274,20538,730,5
875,39,71,1981,2,Male,"625 King George Street, Pietermaritzburg",369954,754326,1568934,728,4
1546,48,61,1971,11,Male,"344 Johannesburg Road, Cape Town",356058,726048,2597112,668,4
422,19,62,2000,11,Female,"71 Queen Street, Gqeberha",279702,570294,845766,817,4
519,57,67,1962,6,Female,"124 Queen Street, Pretoria",348786,711144,339660,770,4
1408,42,67,1978,2,Male,"69 Durban Road, East London",219402,447462,791748,683,2
1204,42,67,1977,6,Male,"575 Queen Street, Pietermaritzburg",613062,1249920,2338992,743,3
276,25,70,1995,1,Male,"137 Main Road, Gqeberha",191268,389988,685044,610,2
1133,30,66,1989,10,Female,"979 Van der Merwe Avenue, Johannesburg",411390,838782,228600,684,4
1035,22,71,1997,6,Male,"89 Pretoria Street, Cape Town",446058,909450,2126880,701,2
710,60,68,1959,9,Female,"710 Jan Smuts Avenue, Cape Town",462564,943146,1310580,729,3
582,53,63,1966,8,Male,"50 Van der Merwe Avenue, Johannesburg",346248,705996,1198062,583,3
821,73,60,1946,7,Male,"840 Main Road, East London",223812,324270,188334,645,2
1352,65,64,1954,3,Female,"334 Queen Street, Bloemfontein",360630,757836,173610,672,3
831,36,66,1983,10,Male,"500 Pretoria Street, Gqeberha",329436,671688,675270,726,2
936,18,67,2001,6,Female,"562 Market Street, East London",368280,750906,489132,718,5
578,75,71,1944,8,Male,"455 Voortrekker Road, Pretoria",268560,374346,182286,777,1
1997,76,69,1943,8,Male,"878 Durban Road, East London",704790,698400,465606,758,7
258,51,68,1968,3,Male,"557 Pretoria Street, Gqeberha",261504,533196,312930,694,3
851,88,65,1931,10,Female,"427 Swart Street, Johannesburg",353160,565182,45504,757,4
1951,48,66,1971,5,Female,"519 Church Street, Pietermaritzburg",559350,1140390,0,708,5
1978,19,71,2000,12,Female,"827 Church Street, Gqeberha",275382,561546,1525482,844,2
1897,38,67,1981,3,Male,"128 Church Street, Bloemfontein",918576,1872882,4457214,741,2
972,35,69,1984,5,Male,"708 Swart Street, Cape Town",442944,903186,1823814,681,4
1010,40,64,1979,12,Female,"878 Market Street, Cape Town",303174,618192,880758,548,1
1243,31,72,1989,1,Female,"109 Pretoria Street, Cape Town",307980,627912,482382,705,5
1976,33,69,1986,3,Female,"654 Main Road, Bloemfontein",502308,1024146,0,699,5
91,38,72,1981,10,Female,"126 Voortrekker Road, Durban",641340,1307646,1630422,739,1
1606,49,66,1970,8,Male,"728 Church Street, Cape Town",456858,931590,1594890,806,1
1201,60,66,1959,11,Male,"12 Nelson Mandela Drive, Pietermaritzburg",1019376,2078370,3521826,715,4
1887,18,70,2002,1,Male,"585 Johannesburg Road, Gqeberha",315396,643158,1292850,503,2
195,18,70,2002,2,Female,"172 Cape Road, Pietermaritzburg",573246,1168848,1939590,688,2
874,24,68,1995,3,Male,"172 Jan Smuts Avenue, Pietermaritzburg",553626,1128798,1237986,798,3
1317,41,68,1978,7,Female,"823 Jan Smuts Avenue, Johannesburg",272826,556380,765126,749,4
1311,27,71,1992,11,Male,"956 Cape Road, Cape Town",381942,778752,1616364,729,1
785,18,67,2001,11,Male,"105 Durban Road, Bloemfontein",431820,880362,1283580,740,2
662,32,71,1987,11,Female,"85 Nelson Mandela Drive, Pretoria",756504,1542492,2173194,822,2
847,81,68,1938,4,Female,"374 Victoria Road, Gqeberha",334530,501552,24678,591,6
685,21,68,1998,4,Male,"67 Market Street, Pretoria",392904,801234,1895454,778,6
617,27,69,1992,6,Female,"696 Pretoria Street, Durban",512262,1044468,2397042,691,1
23,18,70,2001,5,Female,"770 Nelson Mandela Drive, Pietermaritzburg",561474,1144800,1849914,645,1
339,19,75,2000,7,Female,"951 Swart Street, East London",280746,572346,97200,843,2
280,40,66,1979,10,Female,"356 Nelson Mandela Drive, Pietermaritzburg",393642,802530,1472850,684,5
1473,51,67,1968,11,Female,"944 Johannesburg Road, East London",365688,745686,967914,850,3
65,51,72,1968,10,Female,"446 Jan Smuts Avenue, Durban",304704,621306,1334574,645,2
1353,50,65,1970,2,Female,"368 Church Street, Pietermaritzburg",382176,779292,1881378,816,7
736,27,66,1992,9,Female,"599 Johannesburg Road, Bloemfontein",541296,1103706,0,741,3
1670,68,65,1951,12,Male,"762 Johannesburg Road, Bloemfontein",577422,903312,500004,732,4
1776,47,75,1972,10,Male,"108 Cape Road, Pretoria",380808,776394,796734,693,3
1474,23,65,1996,12,Female,"986 Nelson Mandela Drive, East London",391626,798498,1278558,705,1
951,57,66,1962,9,Female,"502 Swart Street, Gqeberha",235350,479952,220338,709,4
1818,85,65,1934,6,Female,"822 Jan Smuts Avenue, Pietermaritzburg",530730,753174,31338,500,3
1450,22,70,1998,2,Male,"249 Main Road, Gqeberha",441000,899136,1713312,780,1
1524,26,60,1993,3,Male,"763 Market Street, Pretoria",881748,1797894,3078612,732,1
1789,40,65,1979,3,Female,"916 Pretoria Street, Pietermaritzburg",340164,693486,664794,684,2
767,32,63,1988,1,Female,"473 Pretoria Street, Pretoria",324234,661122,875232,686,3
678,63,67,1957,2,Female,"887 Durban Road, Durban",260208,530586,1014390,850,4
471,52,65,1967,9,Male,"35 Durban Road, Pretoria",632466,1289610,2790108,629,3
757,62,65,1957,9,Female,"478 Cape Road, Pietermaritzburg",408132,832176,1241226,691,4
1724,20,66,1999,5,Female,"249 Van der Merwe Avenue, Cape Town",324648,661950,1847538,850,3
1603,41,65,1978,12,Male,"472 Durban Road, Cape Town",342648,698616,293958,762,4
224,20,67,1999,11,Female,"480 Market Street, Durban",354276,722340,1004418,798,1
808,38,66,1981,11,Female,"564 King George Street, Bloemfontein",318222,648810,0,683,3
1326,52,73,1968,2,Female,"438 Church Street, Pretoria",586980,1196802,1508904,731,2
158,31,72,1989,2,Female,"318 Voortrekker Road, Cape Town",366174,746550,0,747,2
1928,56,68,1963,7,Male,"946 Johannesburg Road, Pietermaritzburg",491544,1002276,1488528,750,4
1575,51,68,1968,5,Female,"858 Main Road, Pietermaritzburg",508896,1037628,2302056,724,4
1608,19,68,2000,9,Female,"308 King George Street, Durban",349182,712008,2386314,572,1
1455,36,67,1983,12,Male,"963 Main Road, Cape Town",303084,617940,274014,713,4
1916,82,71,1937,4,Male,"455 King George Street, East London",271242,182556,32562,767,7
1617,30,60,1989,10,Male,"240 Nelson Mandela Drive, Pretoria",678546,1383606,2124522,659,1
143,22,68,1997,6,Female,"662 Cape Road, Cape Town",462402,942822,1939212,771,3
1176,39,64,1980,10,Male,"310 Durban Road, Bloemfontein",506268,1032264,2146140,527,3
1194,49,70,1970,3,Male,"583 Jan Smuts Avenue, Cape Town",335844,684738,500634,782,4
423,28,70,1991,3,Female,"227 Swart Street, Cape Town",468414,954954,763128,696,2
580,35,65,1984,5,Male,"347 King George Street, Durban",325386,663426,56016,768,3
4,54,72,1965,3,Female,"363 Cape Road, Johannesburg",674730,1375758,2076516,716,5
530,78,68,1941,7,Male,"17 Johannesburg Road, Gqeberha",264762,325800,0,682,6
1826,45,61,1974,5,Female,"944 Cape Road, Pretoria",146790,299304,610668,654,1
595,79,66,1941,2,Male,"570 Main Road, East London",325800,522738,79686,699,4
1022,47,64,1972,12,Female,"465 Main Road, Johannesburg",316710,645768,903420,635,3
1108,19,67,2000,3,Male,"943 Main Road, East London",723888,1475910,2408184,685,2
246,50,70,1969,9,Female,"891 Voortrekker Road, Bloemfontein",726552,1481364,0,791,4
270,30,62,1989,8,Male,"746 Market Street, Pretoria",546606,1114488,2985948,655,4
1945,56,70,1964,2,Female,"278 King George Street, Johannesburg",265248,540756,165744,727,4
1540,55,61,1964,9,Female,"58 Cape Road, Pietermaritzburg",395856,807102,1137492,625,3
1149,25,74,1994,12,Male,"563 Durban Road, Pretoria",535320,1091484,2380536,661,1
1438,26,64,1994,1,Female,"606 King George Street, Johannesburg",265266,540882,1448532,700,1
409,54,65,1965,8,Female,"475 Queen Street, Johannesburg",262224,534582,118242,711,3
694,29,66,1990,5,Male,"219 Johannesburg Road, Pretoria",369342,753048,1085436,615,2
382,55,68,1964,11,Male,"1 Voortrekker Road, East London",203922,415854,1145430,681,3
629,72,70,1947,5,Male,"464 Church Street, Johannesburg",702954,1035234,211590,793,5
1211,66,68,1953,3,Female,"231 Cape Road, Johannesburg",337662,688482,0,746,4
823,41,65,1978,3,Female,"245 Main Road, Durban",366354,746928,165996,807,2
1304,24,70,1995,8,Female,"647 Jan Smuts Avenue, Pietermaritzburg",801720,1634616,3160242,850,3
89,35,67,1984,6,Male,"517 Nelson Mandela Drive, Bloemfontein",266796,543906,421092,705,4
1751,29,66,1990,11,Female,"108 Durban Road, Pietermaritzburg",543636,1108458,4343616,736,2
888,53,67,1966,6,Male,"332 Johannesburg Road, Bloemfontein",296316,604188,1738746,698,1
81,66,68,1953,3,Female,"521 Nelson Mandela Drive, Pretoria",313920,640080,1087146,723,5
1021,21,67,1998,11,Female,"254 Victoria Road, Bloemfontein",570582,1163340,1671246,751,2
826,67,60,1952,11,Female,"3 Van der Merwe Avenue, East London",481806,1038690,404550,684,3
87,58,71,1961,5,Male,"70 Main Road, Durban",213192,434790,51660,802,3
1833,27,71,1993,1,Male,"239 Pretoria Street, Cape Town",309222,630468,206424,743,5
829,29,70,1990,3,Female,"650 Van der Merwe Avenue, Johannesburg",321372,655272,211410,726,3
1879,50,60,1969,5,Male,"162 Van der Merwe Avenue, East London",337032,687222,910062,609,2
236,36,65,1983,3,Female,"449 Cape Road, East London",1423800,2902968,5723352,540,1
1619,31,66,1988,6,Male,"780 Voortrekker Road, Durban",283266,577548,964710,747,4
1146,22,69,1997,3,Female,"62 King George Street, East London",331110,675090,1026252,714,3
803,69,73,1951,2,Female,"199 Main Road, Durban",410382,836766,1032048,635,3
193,23,65,1996,7,Female,"287 Market Street, Durban",334494,682038,1190934,749,1
1686,54,67,1965,3,Female,"511 Main Road, Johannesburg",541296,1103616,456390,708,3
1959,46,59,1973,4,Male,"856 Johannesburg Road, Johannesburg",460170,938340,1446606,701,1
1342,27,61,1993,1,Female,"303 Durban Road, Bloemfontein",359694,733392,914454,717,1
1371,86,65,1933,6,Female,"629 Voortrekker Road, Pretoria",441288,891522,24930,689,6
1067,76,63,1943,12,Male,"85 Church Street, Gqeberha",441558,752220,444168,719,5
1019,81,57,1939,1,Female,"722 Johannesburg Road, Durban",283950,538704,36504,713,4
1568,47,67,1972,5,Female,"337 Cape Road, Bloemfontein",379386,773568,1057770,748,3
1765,40,68,1979,3,Male,"997 Swart Street, Pietermaritzburg",283590,578268,1013094,770,3
1875,56,69,1963,4,Male,"292 Durban Road, East London",399060,813636,1278396,683,4
1111,20,65,1999,3,Female,"246 Main Road, Pretoria",308160,628326,1153926,742,3
1160,27,65,1992,4,Male,"659 Durban Road, East London",305370,622638,1183860,688,2
1574,22,69,1997,3,Female,"654 Johannesburg Road, Pietermaritzburg",281898,574794,1177290,746,1
189,42,70,1978,2,Male,"39 King George Street, Cape Town",460512,938970,1750464,730,4
466,58,64,1961,8,Female,"304 Main Road, Bloemfontein",260586,531342,820746,643,3
659,57,67,1962,5,Male,"529 Main Road, Johannesburg",287658,586494,225018,812,7
942,37,65,1982,7,Male,"920 Cape Road, Durban",522108,1064502,2319660,742,4
1234,44,64,1975,10,Male,"932 King George Street, Pietermaritzburg",548982,1119330,2056230,749,1
841,22,67,1997,6,Male,"628 Johannesburg Road, Cape Town",316098,644400,1185138,753,2
1388,26,71,1993,10,Male,"222 Pretoria Street, Pretoria",639954,1304730,568890,691,2
1056,24,65,1995,3,Female,"115 Durban Road, Bloemfontein",459432,936648,472176,703,3
345,33,67,1986,7,Male,"432 Swart Street, Johannesburg",313362,638982,1449306,724,1
308,44,65,1976,1,Male,"877 Johannesburg Road, Durban",273762,558270,1855692,737,2
1922,79,65,1940,11,Male,"938 King George Street, Pietermaritzburg",627264,957996,414918,640,1
1156,56,69,1963,6,Female,"619 Swart Street, Cape Town",2473704,5043582,1644606,752,5
561,48,67,1971,6,Male,"374 Voortrekker Road, Bloemfontein",325368,663354,2018502,834,5
507,22,70,1998,2,Male,"879 King George Street, Pretoria",331056,674946,0,695,1
1522,88,66,1931,10,Female,"172 Nelson Mandela Drive, Durban",666540,572904,67986,593,3
695,49,68,1970,7,Female,"552 Durban Road, East London",634428,1293588,2386440,662,1
285,62,69,1957,8,Male,"364 King George Street, Cape Town",304560,620928,596196,731,5
113,74,71,1946,1,Female,"875 Victoria Road, East London",468288,702054,194274,788,5
1039,68,64,1951,3,Male,"649 Durban Road, Pietermaritzburg",222282,208188,163836,536,4
176,45,71,1974,12,Female,"746 Voortrekker Road, East London",460548,939096,1189530,667,4
1104,91,66,1928,3,Male,"691 Cape Road, Johannesburg",328788,722538,14490,850,6
946,48,66,1971,5,Male,"472 Church Street, Pietermaritzburg",350748,715194,1427436,781,4
1465,29,65,1991,2,Female,"574 Victoria Road, Gqeberha",455994,929718,408690,801,3
25,22,64,1997,3,Female,"992 Voortrekker Road, Gqeberha",434196,885420,2204244,630,1
571,42,68,1977,11,Male,"597 Market Street, Gqeberha",324054,660798,1529082,739,4
1396,22,61,1997,5,Male,"899 Johannesburg Road, Durban",409104,834192,1205892,732,3
599,26,71,1993,3,Male,"156 Church Street, Pretoria",891612,1817838,0,722,3
1074,62,65,1957,6,Female,"85 Church Street, Johannesburg",289746,590742,457074,826,5
214,30,62,1989,8,Male,"474 Pretoria Street, Pretoria",422028,860454,1474722,652,1
771,44,69,1975,9,Male,"506 Voortrekker Road, Cape Town",341298,695898,1595448,765,3
520,45,66,1974,4,Male,"488 King George Street, Gqeberha",509004,1037844,1337184,766,5
288,45,69,1974,5,Female,"818 King George Street, Durban",196362,400482,367560,789,3
1979,38,68,1982,2,Female,"558 Swart Street, Bloemfontein",570708,1163646,1048500,738,4
1253,32,64,1987,10,Female,"169 Market Street, Pietermaritzburg",518652,1057482,2039544,768,6
311,46,68,1973,12,Female,"484 Market Street, Pietermaritzburg",260460,531180,848754,752,4
1346,53,65,1966,3,Female,"851 Jan Smuts Avenue, Johannesburg",323730,660096,1790172,655,2
1622,41,61,1979,1,Female,"575 Market Street, Gqeberha",699804,1426878,3814542,759,1
852,35,68,1985,1,Female,"940 King George Street, Gqeberha",354474,722808,1262304,738,3
1394,30,58,1989,4,Female,"632 Queen Street, Bloemfontein",510714,1041354,2372904,558,4
957,73,64,1946,9,Female,"387 Market Street, Pietermaritzburg",605466,680202,442350,605,3
515,61,63,1958,10,Male,"682 Queen Street, East London",369558,753570,1096398,676,4
1303,66,69,1953,3,Male,"170 Jan Smuts Avenue, Durban",546858,1114866,2486754,684,7
1287,32,67,1987,7,Female,"554 Swart Street, Durban",284886,580932,1313532,545,1
296,48,71,1971,3,Male,"907 Main Road, Gqeberha",669060,1364130,2122560,814,3
1059,50,64,1969,4,Male,"745 Pretoria Street, Durban",402210,820080,1433880,644,3
1378,46,67,1973,3,Female,"437 Pretoria Street, Pietermaritzburg",360234,734580,1181574,614,4
1297,58,67,1961,11,Male,"151 Church Street, East London",338706,690678,909540,703,3
1727,46,67,1973,10,Female,"323 Main Road, East London",430506,877716,2577744,771,6
310,26,61,1994,2,Male,"527 Durban Road, East London",515880,1051830,2426202,666,2
673,48,68,1971,7,Male,"379 Market Street, East London",345384,704232,1192158,722,4
1283,50,65,1970,1,Male,"925 Durban Road, Durban",562068,1146114,2662434,591,4
1239,34,65,1985,11,Female,"301 Johannesburg Road, Durban",336222,685458,515034,811,4
1691,23,61,1996,11,Female,"914 Nelson Mandela Drive, Pretoria",259974,530100,648036,692,1
1078,56,65,1963,12,Female,"956 Nelson Mandela Drive, Johannesburg",508266,1036368,2899926,589,2
124,31,70,1988,8,Female,"120 Van der Merwe Avenue, East London",302922,617598,125478,680,4
99,63,65,1956,11,Female,"83 Main Road, Gqeberha",477540,973710,1369962,753,3
1722,24,65,1995,9,Female,"169 Jan Smuts Avenue, East London",217602,443664,593316,600,1
562,37,61,1982,8,Female,"10 Victoria Road, Durban",590274,1203534,1602558,673,1
750,61,68,1959,1,Female,"792 Market Street, Durban",266274,542970,665496,694,2
1223,53,67,1966,6,Male,"313 Pretoria Street, Gqeberha",1672884,3410820,8080722,717,3
1319,19,68,2000,3,Female,"220 Voortrekker Road, Durban",428886,874476,3408264,546,1
575,84,65,1935,12,Male,"130 Nelson Mandela Drive, Cape Town",417726,476568,7308,813,5
428,39,69,1980,11,Male,"444 King George Street, Pietermaritzburg",498708,1016748,2095092,689,2
828,59,71,1960,3,Female,"268 Jan Smuts Avenue, Johannesburg",316962,646308,1256742,659,3
1580,19,61,2000,4,Female,"883 Johannesburg Road, Cape Town",490698,1000566,2720538,621,2
1570,21,67,1998,4,Female,"24 Queen Street, Durban",324288,661194,0,761,3
846,48,66,1971,11,Female,"514 Jan Smuts Avenue, Bloemfontein",598176,1219698,0,745,4
666,57,56,1963,2,Male,"804 Main Road, East London",409680,653076,254538,725,1
335,46,68,1973,7,Female,"641 Jan Smuts Avenue, Cape Town",498528,1016406,1198170,688,3
639,55,73,1965,2,Female,"334 Swart Street, Johannesburg",332316,677610,833364,654,4
386,48,64,1971,11,Male,"805 King George Street, Cape Town",441108,899406,1125162,655,1
886,20,67,1999,11,Male,"789 Queen Street, Bloemfontein",569808,1161864,267552,726,1
297,20,66,1999,9,Male,"91 Pretoria Street, Cape Town",250884,511578,1399896,738,1
1860,33,65,1986,6,Female,"502 Main Road, Pietermaritzburg",310878,633834,1577754,719,3
581,48,67,1971,3,Male,"677 Voortrekker Road, Johannesburg",264528,539316,990000,684,3
1910,49,59,1970,5,Male,"579 Jan Smuts Avenue, Bloemfontein",316620,645624,872370,562,4
731,31,73,1988,7,Male,"448 Durban Road, Pretoria",337212,687474,717732,703,3
21,48,66,1972,2,Male,"364 Jan Smuts Avenue, Bloemfontein",380358,775512,0,850,3
273,42,72,1977,4,Female,"339 Nelson Mandela Drive, Cape Town",330318,673470,1195254,665,1
63,40,64,1979,12,Male,"342 Johannesburg Road, Cape Town",312660,637524,931338,660,6
786,18,62,2002,2,Male,"285 Victoria Road, Pretoria",275958,562662,732618,798,2
1886,26,66,1993,12,Male,"127 Queen Street, Pretoria",364194,742590,1537902,683,2
103,41,71,1978,3,Female,"799 Main Road, Pietermaritzburg",307008,625932,1405080,850,5
1193,90,75,1929,11,Female,"730 Swart Street, Bloemfontein",502812,930906,7524,717,5
585,52,62,1967,9,Male,"74 Johannesburg Road, Pietermaritzburg",366228,746694,1164870,584,1
1532,28,65,1991,3,Female,"504 Van der Merwe Avenue, Pietermaritzburg",307422,626850,1171476,759,1
1958,51,72,1969,2,Male,"601 Cape Road, Gqeberha",329688,672228,1152540,680,5
744,58,67,1961,10,Female,"838 Swart Street, Bloemfontein",394614,804582,390330,842,5
1836,35,73,1984,10,Male,"512 Swart Street, Bloemfontein",152838,311688,483696,748,1
477,57,67,1962,3,Male,"645 Victoria Road, Cape Town",436662,890406,1394370,697,5
1713,18,68,2001,11,Female,"889 Market Street, Gqeberha",302310,616356,0,837,1
1506,25,63,1994,10,Male,"406 King George Street, Johannesburg",622404,1269036,1620054,614,2
357,59,67,1960,9,Female,"400 Pretoria Street, Johannesburg",707616,1442808,1112706,735,4
535,51,63,1968,12,Female,"468 Victoria Road, Pietermaritzburg",439074,895266,2449008,643,1
778,60,60,1959,12,Male,"221 Jan Smuts Avenue, Pietermaritzburg",338292,558054,414000,699,3
950,23,66,1996,9,Female,"808 Van der Merwe Avenue, Durban",259290,528768,925704,629,1
1080,56,63,1963,11,Female,"538 Queen Street, Bloemfontein",259650,529434,828774,703,2
1197,28,64,1992,1,Female,"522 Swart Street, East London",491544,1002312,2056842,722,3
711,39,60,1980,10,Male,"654 Market Street, Johannesburg",361008,736092,933192,657,1
1731,64,66,1956,1,Female,"165 Main Road, Durban",417096,850356,1120032,704,6
451,65,67,1954,12,Male,"446 Main Road, Pretoria",255582,521118,1021986,711,2
1290,53,68,1966,6,Male,"706 Johannesburg Road, Pretoria",586440,1195704,3547836,669,2
1817,52,64,1968,2,Female,"499 King George Street, Johannesburg",652554,1330560,2995110,683,1
56,22,73,1998,2,Female,"346 Queen Street, East London",189702,386820,586566,682,2
1383,68,64,1951,4,Female,"445 Johannesburg Road, Pietermaritzburg",573282,1078884,665604,670,1
1915,54,65,1965,6,Male,"72 Church Street, Cape Town",459612,937116,1761858,775,4
1882,58,65,1961,10,Male,"216 King George Street, Pietermaritzburg",523746,1067796,2612466,694,3
1467,26,69,1993,9,Female,"557 King George Street, Gqeberha",470160,958572,2364012,736,1
1791,61,67,1958,11,Male,"552 Queen Street, Cape Town",288810,588888,844542,593,3
447,79,68,1940,3,Male,"749 Queen Street, Durban",344358,557586,387126,796,5
1640,67,71,1952,10,Female,"560 Main Road, Pretoria",308592,629172,106956,729,3
636,47,69,1973,2,Female,"199 Van der Merwe Avenue, Durban",215118,438696,1139310,793,4
782,51,66,1968,7,Female,"604 Jan Smuts Avenue, Bloemfontein",328122,669042,1689192,722,3
316,36,69,1983,8,Male,"873 Victoria Road, Bloemfontein",351972,717678,1327068,719,4
1192,44,68,1976,2,Female,"233 Voortrekker Road, East London",353340,720468,1275786,768,1
787,19,67,2000,3,Female,"690 Swart Street, Pietermaritzburg",633294,1291320,688284,767,2
251,21,66,1998,8,Male,"6 Jan Smuts Avenue, East London",362736,739566,408960,695,2
1351,18,55,2001,12,Female,"221 Voortrekker Road, Pietermaritzburg",517140,1054422,1709964,808,1
490,86,68,1933,9,Male,"210 Swart Street, Pretoria",532026,601668,33336,699,4
1935,23,65,1997,2,Female,"341 Market Street, East London",396018,807516,1410300,750,3
387,34,65,1985,10,Male,"460 Cape Road, Pretoria",400698,816984,1165482,723,1
869,73,68,1946,9,Male,"448 Cape Road, Pretoria",408276,615960,0,745,5
1865,19,66,2000,9,Male,"226 Queen Street, Bloemfontein",1049346,2139516,4970808,782,1
268,20,62,1999,9,Female,"729 Jan Smuts Avenue, Pretoria",532044,1084770,1456902,582,3
1124,45,66,1974,3,Male,"26 King George Street, Gqeberha",209592,427320,77634,841,3
721,39,67,1980,5,Male,"782 Queen Street, Durban",338904,690948,1346760,850,6
813,46,70,1973,6,Male,"826 Nelson Mandela Drive, Durban",343170,699696,1559664,585,1
152,37,68,1982,3,Female,"268 Swart Street, Bloemfontein",435528,888030,927360,773,3
1896,50,79,1969,9,Female,"821 Pretoria Street, Gqeberha",355248,724428,1338336,641,5
1028,50,66,1970,1,Male,"839 Pretoria Street, Pietermaritzburg",716202,1460196,2023092,682,5
922,18,64,2001,4,Male,"896 Durban Road, East London",258336,526770,672750,647,1
549,51,65,1968,4,Male,"943 Main Road, East London",550026,1121472,2041488,719,4
565,54,65,1965,10,Male,"740 Swart Street, Pietermaritzburg",384858,784764,286038,757,4
1980,54,63,1965,5,Male,"671 Voortrekker Road, Pretoria",411408,838854,1029186,612,1
1494,26,71,1993,3,Male,"207 Queen Street, Bloemfontein",255438,520758,621198,711,4
1809,42,71,1977,9,Female,"853 Church Street, Cape Town",646290,1317744,2084886,664,6
637,42,68,1978,2,Female,"645 Van der Merwe Avenue, Johannesburg",682344,1391184,830880,771,4
1770,30,66,1989,9,Male,"177 Victoria Road, Durban",331470,675792,278802,703,4
527,58,65,1961,11,Male,"425 Main Road, East London",358668,731304,1197936,636,1
1139,24,68,1995,4,Female,"420 Pretoria Street, East London",277794,566442,963990,645,1
1459,53,65,1967,2,Male,"76 Queen Street, Durban",276930,564642,0,707,3
1544,36,65,1983,9,Female,"226 Durban Road, Johannesburg",294318,600102,1500354,679,2
1174,25,65,1994,11,Male,"455 Johannesburg Road, Bloemfontein",364914,744084,1633266,772,1
112,54,66,1965,12,Female,"473 Queen Street, Pretoria",309960,632052,443466,686,5
369,39,65,1980,9,Male,"871 Cape Road, Bloemfontein",454644,926982,130068,788,4
994,85,67,1934,10,Female,"204 Cape Road, Durban",234108,176310,7128,771,7
1592,19,67,2000,9,Male,"288 Swart Street, Cape Town",839088,1710810,2382678,708,3
